Entity,Code,Date,Daily new confirmed cases of COVID-19 per million people (cases)
Hungary,HUN,"May 31, 2020",2.691
Hungary,HUN,"Jun 1, 2020",0.932
Hungary,HUN,"Jun 2, 2020",4.658
Hungary,HUN,"Jun 3, 2020",1.035
Hungary,HUN,"Jun 4, 2020",0
Hungary,HUN,"Jun 5, 2020",2.381
Hungary,HUN,"Jun 6, 2020",1.656
Hungary,HUN,"Jun 7, 2020",0
Hungary,HUN,"Jun 8, 2020",0
Hungary,HUN,"Jun 9, 2020",4.555
Hungary,HUN,"Jun 10, 2020",0.311
Hungary,HUN,"Jun 11, 2020",1.035
Hungary,HUN,"Jun 12, 2020",1.242
Hungary,HUN,"Jun 13, 2020",1.449
Hungary,HUN,"Jun 14, 2020",1.139
Hungary,HUN,"Jun 15, 2020",1.242
Hungary,HUN,"Jun 16, 2020",0.104
Hungary,HUN,"Jun 17, 2020",0.104
Hungary,HUN,"Jun 18, 2020",0.104
Hungary,HUN,"Jun 19, 2020",0.207
Hungary,HUN,"Jun 20, 2020",0.518
Hungary,HUN,"Jun 21, 2020",0.828
Hungary,HUN,"Jun 22, 2020",0.828
Hungary,HUN,"Jun 23, 2020",0.518
Hungary,HUN,"Jun 24, 2020",0
Hungary,HUN,"Jun 25, 2020",0.725
Hungary,HUN,"Jun 26, 2020",0.932
Hungary,HUN,"Jun 27, 2020",0.414
Hungary,HUN,"Jun 28, 2020",1.139
Hungary,HUN,"Jun 29, 2020",0.414
Hungary,HUN,"Jun 30, 2020",0.311
Hungary,HUN,"Jul 1, 2020",1.035
Hungary,HUN,"Jul 2, 2020",0.207
Hungary,HUN,"Jul 3, 2020",0.932
Hungary,HUN,"Jul 4, 2020",0.621
Hungary,HUN,"Jul 5, 2020",1.139
Hungary,HUN,"Jul 6, 2020",0
Hungary,HUN,"Jul 7, 2020",0.621
Hungary,HUN,"Jul 8, 2020",2.174
Hungary,HUN,"Jul 9, 2020",0
Hungary,HUN,"Jul 10, 2020",1.035
Hungary,HUN,"Jul 11, 2020",0.311
Hungary,HUN,"Jul 12, 2020",0.621
Hungary,HUN,"Jul 13, 2020",0.518
Hungary,HUN,"Jul 14, 2020",1.346
Hungary,HUN,"Jul 15, 2020",1.656
Hungary,HUN,"Jul 16, 2020",0
Hungary,HUN,"Jul 17, 2020",1.656
Hungary,HUN,"Jul 18, 2020",1.449
Hungary,HUN,"Jul 19, 2020",2.277
Hungary,HUN,"Jul 20, 2020",1.863
Hungary,HUN,"Jul 21, 2020",1.449
Hungary,HUN,"Jul 22, 2020",1.967
Hungary,HUN,"Jul 23, 2020",1.449
Hungary,HUN,"Jul 24, 2020",1.863
Hungary,HUN,"Jul 25, 2020",2.691
Hungary,HUN,"Jul 26, 2020",1.139
Iceland,ISL,"Dec 31, 2019",0
Iceland,ISL,"Jan 1, 2020",0
Iceland,ISL,"Jan 2, 2020",0
Iceland,ISL,"Jan 3, 2020",0
Iceland,ISL,"Jan 4, 2020",0
Iceland,ISL,"Jan 5, 2020",0
Iceland,ISL,"Jan 6, 2020",0
Iceland,ISL,"Jan 7, 2020",0
Iceland,ISL,"Jan 8, 2020",0
Iceland,ISL,"Jan 9, 2020",0
Iceland,ISL,"Jan 10, 2020",0
Iceland,ISL,"Jan 11, 2020",0
Iceland,ISL,"Jan 12, 2020",0
Iceland,ISL,"Jan 13, 2020",0
Iceland,ISL,"Jan 14, 2020",0
Iceland,ISL,"Jan 15, 2020",0
Iceland,ISL,"Jan 16, 2020",0
Iceland,ISL,"Jan 17, 2020",0
Iceland,ISL,"Jan 18, 2020",0
Iceland,ISL,"Jan 19, 2020",0
Iceland,ISL,"Jan 20, 2020",0
Iceland,ISL,"Jan 21, 2020",0
Iceland,ISL,"Jan 22, 2020",0
Iceland,ISL,"Jan 23, 2020",0
Iceland,ISL,"Jan 24, 2020",0
Iceland,ISL,"Jan 25, 2020",0
Iceland,ISL,"Jan 26, 2020",0
Iceland,ISL,"Jan 27, 2020",0
Iceland,ISL,"Jan 28, 2020",0
Iceland,ISL,"Jan 29, 2020",0
Iceland,ISL,"Jan 30, 2020",0
Iceland,ISL,"Jan 31, 2020",0
Iceland,ISL,"Feb 1, 2020",0
Iceland,ISL,"Feb 2, 2020",0
Iceland,ISL,"Feb 3, 2020",0
Iceland,ISL,"Feb 4, 2020",0
Iceland,ISL,"Feb 5, 2020",0
Iceland,ISL,"Feb 6, 2020",0
Iceland,ISL,"Feb 7, 2020",0
Iceland,ISL,"Feb 8, 2020",0
Iceland,ISL,"Feb 9, 2020",0
Iceland,ISL,"Feb 10, 2020",0
Iceland,ISL,"Feb 11, 2020",0
Iceland,ISL,"Feb 12, 2020",0
Iceland,ISL,"Feb 13, 2020",0
Iceland,ISL,"Feb 14, 2020",0
Iceland,ISL,"Feb 15, 2020",0
Iceland,ISL,"Feb 16, 2020",0
Iceland,ISL,"Feb 17, 2020",0
Iceland,ISL,"Feb 18, 2020",0
Iceland,ISL,"Feb 19, 2020",0
Iceland,ISL,"Feb 20, 2020",0
Iceland,ISL,"Feb 21, 2020",0
Iceland,ISL,"Feb 22, 2020",0
Iceland,ISL,"Feb 23, 2020",0
Iceland,ISL,"Feb 24, 2020",0
Iceland,ISL,"Feb 25, 2020",0
Iceland,ISL,"Feb 26, 2020",0
Iceland,ISL,"Feb 27, 2020",0
Iceland,ISL,"Feb 28, 2020",0
Iceland,ISL,"Feb 29, 2020",2.93
Iceland,ISL,"Mar 1, 2020",0
Iceland,ISL,"Mar 2, 2020",5.861
Iceland,ISL,"Mar 3, 2020",8.791
Iceland,ISL,"Mar 4, 2020",29.304
Iceland,ISL,"Mar 5, 2020",29.304
Iceland,ISL,"Mar 6, 2020",26.374
Iceland,ISL,"Mar 7, 2020",23.443
Iceland,ISL,"Mar 8, 2020",29.304
Iceland,ISL,"Mar 9, 2020",5.861
Iceland,ISL,"Mar 10, 2020",29.304
Iceland,ISL,"Mar 11, 2020",14.652
Iceland,ISL,"Mar 12, 2020",43.956
Iceland,ISL,"Mar 13, 2020",93.773
Iceland,ISL,"Mar 14, 2020",0
Iceland,ISL,"Mar 15, 2020",61.538
Iceland,ISL,"Mar 16, 2020",117.216
Iceland,ISL,"Mar 17, 2020",61.538
Iceland,ISL,"Mar 18, 2020",140.659
Iceland,ISL,"Mar 19, 2020",8.791
Iceland,ISL,"Mar 20, 2020",234.432
Iceland,ISL,"Mar 21, 2020",231.502
Iceland,ISL,"Mar 22, 2020",187.546
Iceland,ISL,"Mar 23, 2020",278.388
Iceland,ISL,"Mar 24, 2020",58.608
Iceland,ISL,"Mar 25, 2020",175.824
Iceland,ISL,"Mar 26, 2020",260.806
Iceland,ISL,"Mar 27, 2020",190.476
Iceland,ISL,"Mar 28, 2020",257.875
Iceland,ISL,"Mar 29, 2020",213.919
Iceland,ISL,"Mar 30, 2020",167.033
Iceland,ISL,"Mar 31, 2020",193.407
Iceland,ISL,"Apr 1, 2020",143.59
Iceland,ISL,"Apr 2, 2020",249.084
Iceland,ISL,"Apr 3, 2020",290.11
Iceland,ISL,"Apr 4, 2020",131.868
Iceland,ISL,"Apr 5, 2020",155.311
Iceland,ISL,"Apr 6, 2020",202.198
Iceland,ISL,"Apr 7, 2020",222.711
Iceland,ISL,"Apr 8, 2020",70.33
Iceland,ISL,"Apr 9, 2020",87.912
Iceland,ISL,"Apr 10, 2020",93.773
Iceland,ISL,"Apr 11, 2020",79.121
Iceland,ISL,"Apr 12, 2020",41.026
Iceland,ISL,"Apr 13, 2020",35.165
Iceland,ISL,"Apr 14, 2020",29.304
Iceland,ISL,"Apr 15, 2020",26.374
Iceland,ISL,"Apr 16, 2020",20.513
Iceland,ISL,"Apr 17, 2020",35.165
Iceland,ISL,"Apr 18, 2020",43.956
Iceland,ISL,"Apr 19, 2020",17.582
Iceland,ISL,"Apr 20, 2020",32.234
Iceland,ISL,"Apr 21, 2020",5.861
Iceland,ISL,"Apr 22, 2020",14.652
Iceland,ISL,"Apr 23, 2020",20.513
Iceland,ISL,"Apr 24, 2020",11.722
Iceland,ISL,"Apr 25, 2020",0
Iceland,ISL,"Apr 26, 2020",2.93
Iceland,ISL,"Apr 27, 2020",5.861
Iceland,ISL,"Apr 28, 2020",0
Iceland,ISL,"Apr 29, 2020",8.791
Iceland,ISL,"Apr 30, 2020",5.861
Iceland,ISL,"May 1, 2020",0
Iceland,ISL,"May 2, 2020",2.93
Iceland,ISL,"May 3, 2020",0
Iceland,ISL,"May 4, 2020",2.93
Iceland,ISL,"May 5, 2020",0
Iceland,ISL,"May 6, 2020",0
Iceland,ISL,"May 7, 2020",0
Iceland,ISL,"May 8, 2020",5.861
Iceland,ISL,"May 9, 2020",0
Iceland,ISL,"May 10, 2020",0
Iceland,ISL,"May 11, 2020",0
Iceland,ISL,"May 12, 2020",0
Iceland,ISL,"May 13, 2020",0
Iceland,ISL,"May 14, 2020",2.93
Iceland,ISL,"May 15, 2020",0
Iceland,ISL,"May 16, 2020",0
Iceland,ISL,"May 17, 2020",0
Iceland,ISL,"May 18, 2020",0
Iceland,ISL,"May 19, 2020",0
Iceland,ISL,"May 20, 2020",0
Iceland,ISL,"May 21, 2020",2.93
Iceland,ISL,"May 22, 2020",0
Iceland,ISL,"May 23, 2020",0
Iceland,ISL,"May 24, 2020",2.93
Iceland,ISL,"May 25, 2020",0
Iceland,ISL,"May 26, 2020",0
Iceland,ISL,"May 27, 2020",0
Iceland,ISL,"May 28, 2020",2.93
Iceland,ISL,"May 29, 2020",0
Iceland,ISL,"May 30, 2020",0
Iceland,ISL,"May 31, 2020",2.93
Iceland,ISL,"Jun 1, 2020",0
Iceland,ISL,"Jun 2, 2020",0
Iceland,ISL,"Jun 3, 2020",0
Iceland,ISL,"Jun 4, 2020",0
Iceland,ISL,"Jun 5, 2020",0
Iceland,ISL,"Jun 6, 2020",0
Iceland,ISL,"Jun 7, 2020",0
Iceland,ISL,"Jun 8, 2020",2.93
Iceland,ISL,"Jun 9, 2020",0
Iceland,ISL,"Jun 10, 2020",0
Iceland,ISL,"Jun 11, 2020",0
Iceland,ISL,"Jun 12, 2020",0
Iceland,ISL,"Jun 13, 2020",2.93
Iceland,ISL,"Jun 14, 2020",5.861
Iceland,ISL,"Jun 15, 2020",0
Iceland,ISL,"Jun 16, 2020",2.93
Iceland,ISL,"Jun 17, 2020",2.93
Iceland,ISL,"Jun 18, 2020",0
Iceland,ISL,"Jun 19, 2020",5.861
Iceland,ISL,"Jun 20, 2020",2.93
Iceland,ISL,"Jun 21, 2020",0
Iceland,ISL,"Jun 22, 2020",0
Iceland,ISL,"Jun 23, 2020",0
Iceland,ISL,"Jun 24, 2020",0
Iceland,ISL,"Jun 25, 2020",5.861
Iceland,ISL,"Jun 26, 2020",2.93
Iceland,ISL,"Jun 27, 2020",5.861
Iceland,ISL,"Jun 28, 2020",0
Iceland,ISL,"Jun 29, 2020",2.93
Iceland,ISL,"Jun 30, 2020",2.93
Iceland,ISL,"Jul 1, 2020",5.861
Iceland,ISL,"Jul 2, 2020",2.93
Iceland,ISL,"Jul 3, 2020",14.652
Iceland,ISL,"Jul 4, 2020",0
Iceland,ISL,"Jul 5, 2020",0
Iceland,ISL,"Jul 6, 2020",0
Iceland,ISL,"Jul 7, 2020",5.861
Iceland,ISL,"Jul 8, 2020",2.93
Iceland,ISL,"Jul 9, 2020",0
Iceland,ISL,"Jul 10, 2020",0
Iceland,ISL,"Jul 11, 2020",0
Iceland,ISL,"Jul 12, 2020",0
Iceland,ISL,"Jul 13, 2020",0
Iceland,ISL,"Jul 14, 2020",0
Iceland,ISL,"Jul 15, 2020",5.861
Iceland,ISL,"Jul 16, 2020",0
Iceland,ISL,"Jul 17, 2020",2.93
Iceland,ISL,"Jul 18, 2020",0
Iceland,ISL,"Jul 19, 2020",5.861
Iceland,ISL,"Jul 20, 2020",2.93
Iceland,ISL,"Jul 21, 2020",0
Iceland,ISL,"Jul 22, 2020",0
Iceland,ISL,"Jul 23, 2020",2.93
Iceland,ISL,"Jul 24, 2020",2.93
Iceland,ISL,"Jul 25, 2020",5.861
Iceland,ISL,"Jul 26, 2020",0
India,IND,"Dec 31, 2019",0
India,IND,"Jan 1, 2020",0
India,IND,"Jan 2, 2020",0
India,IND,"Jan 3, 2020",0
India,IND,"Jan 4, 2020",0
India,IND,"Jan 5, 2020",0
India,IND,"Jan 6, 2020",0
India,IND,"Jan 7, 2020",0
India,IND,"Jan 8, 2020",0
India,IND,"Jan 9, 2020",0
India,IND,"Jan 10, 2020",0
India,IND,"Jan 11, 2020",0
India,IND,"Jan 12, 2020",0
India,IND,"Jan 13, 2020",0
India,IND,"Jan 14, 2020",0
India,IND,"Jan 15, 2020",0
India,IND,"Jan 16, 2020",0
India,IND,"Jan 17, 2020",0
India,IND,"Jan 18, 2020",0
India,IND,"Jan 19, 2020",0
India,IND,"Jan 20, 2020",0
India,IND,"Jan 21, 2020",0
India,IND,"Jan 22, 2020",0
India,IND,"Jan 23, 2020",0
India,IND,"Jan 24, 2020",0
India,IND,"Jan 25, 2020",0
India,IND,"Jan 26, 2020",0
India,IND,"Jan 27, 2020",0
India,IND,"Jan 28, 2020",0
India,IND,"Jan 29, 2020",0
India,IND,"Jan 30, 2020",0.001
India,IND,"Jan 31, 2020",0
India,IND,"Feb 1, 2020",0
India,IND,"Feb 2, 2020",0.001
India,IND,"Feb 3, 2020",0
India,IND,"Feb 4, 2020",0.001
India,IND,"Feb 5, 2020",0
India,IND,"Feb 6, 2020",0
India,IND,"Feb 7, 2020",0
India,IND,"Feb 8, 2020",0
India,IND,"Feb 9, 2020",0
India,IND,"Feb 10, 2020",0
India,IND,"Feb 11, 2020",0
India,IND,"Feb 12, 2020",0
India,IND,"Feb 13, 2020",0
India,IND,"Feb 14, 2020",0
India,IND,"Feb 15, 2020",0
India,IND,"Feb 16, 2020",0
India,IND,"Feb 17, 2020",0
India,IND,"Feb 18, 2020",0
India,IND,"Feb 19, 2020",0
India,IND,"Feb 20, 2020",0
India,IND,"Feb 21, 2020",0
India,IND,"Feb 22, 2020",0
India,IND,"Feb 23, 2020",0
India,IND,"Feb 24, 2020",0
India,IND,"Feb 25, 2020",0
India,IND,"Feb 26, 2020",0
India,IND,"Feb 27, 2020",0
India,IND,"Feb 28, 2020",0
India,IND,"Feb 29, 2020",0
India,IND,"Mar 1, 2020",0
India,IND,"Mar 2, 2020",0
India,IND,"Mar 3, 2020",0.001
India,IND,"Mar 4, 2020",0.001
India,IND,"Mar 5, 2020",0.016
India,IND,"Mar 6, 2020",0.001
India,IND,"Mar 7, 2020",0.001
India,IND,"Mar 8, 2020",0.002
India,IND,"Mar 10, 2020",0.007
India,IND,"Mar 11, 2020",0.004
India,IND,"Mar 12, 2020",0.017
India,IND,"Mar 13, 2020",0.001
India,IND,"Mar 14, 2020",0.006
India,IND,"Mar 15, 2020",0.005
India,IND,"Mar 16, 2020",0.002
India,IND,"Mar 17, 2020",0.023
India,IND,"Mar 18, 2020",0.009
India,IND,"Mar 19, 2020",0.02
India,IND,"Mar 20, 2020",0.019
India,IND,"Mar 21, 2020",0.029
India,IND,"Mar 22, 2020",0.064
India,IND,"Mar 23, 2020",0.086
India,IND,"Mar 24, 2020",0.038
India,IND,"Mar 25, 2020",0.051
India,IND,"Mar 26, 2020",0.063
India,IND,"Mar 27, 2020",0.054
India,IND,"Mar 28, 2020",0.108
India,IND,"Mar 29, 2020",0.077
India,IND,"Mar 30, 2020",0.067
India,IND,"Mar 31, 2020",0.13
India,IND,"Apr 1, 2020",0.106
India,IND,"Apr 2, 2020",0.412
India,IND,"Apr 3, 2020",0.243
India,IND,"Apr 4, 2020",0.436
India,IND,"Apr 5, 2020",0.342
India,IND,"Apr 6, 2020",0.502
India,IND,"Apr 7, 2020",0.257
India,IND,"Apr 8, 2020",0.56
India,IND,"Apr 9, 2020",0.391
India,IND,"Apr 10, 2020",0.491
India,IND,"Apr 11, 2020",0.75
India,IND,"Apr 12, 2020",0.659
India,IND,"Apr 13, 2020",0.577
India,IND,"Apr 14, 2020",0.878
India,IND,"Apr 15, 2020",0.779
India,IND,"Apr 16, 2020",0.683
India,IND,"Apr 17, 2020",0.73
India,IND,"Apr 18, 2020",0.718
India,IND,"Apr 19, 2020",0.967
India,IND,"Apr 20, 2020",1.125
India,IND,"Apr 21, 2020",0.967
India,IND,"Apr 22, 2020",1.003
India,IND,"Apr 23, 2020",1.021
India,IND,"Apr 24, 2020",1.22
India,IND,"Apr 25, 2020",1.036
India,IND,"Apr 26, 2020",1.442
India,IND,"Apr 27, 2020",1.012
India,IND,"Apr 28, 2020",1.118
India,IND,"Apr 29, 2020",1.375
India,IND,"Apr 30, 2020",1.245
India,IND,"May 1, 2020",1.444
India,IND,"May 2, 2020",1.662
India,IND,"May 3, 2020",1.916
India,IND,"May 4, 2020",1.85
India,IND,"May 5, 2020",2.826
India,IND,"May 6, 2020",2.143
India,IND,"May 7, 2020",2.58
India,IND,"May 8, 2020",2.457
India,IND,"May 9, 2020",2.406
India,IND,"May 10, 2020",2.375
India,IND,"May 11, 2020",3.053
India,IND,"May 12, 2020",2.612
India,IND,"May 13, 2020",2.554
India,IND,"May 14, 2020",2.697
India,IND,"May 15, 2020",2.875
India,IND,"May 16, 2020",2.877
India,IND,"May 17, 2020",3.614
India,IND,"May 18, 2020",3.799
India,IND,"May 19, 2020",3.601
India,IND,"May 20, 2020",4.066
India,IND,"May 21, 2020",4.064
India,IND,"May 22, 2020",4.412
India,IND,"May 23, 2020",4.822
India,IND,"May 24, 2020",4.904
India,IND,"May 25, 2020",5.056
India,IND,"May 26, 2020",4.735
India,IND,"May 27, 2020",4.628
India,IND,"May 28, 2020",4.758
India,IND,"May 29, 2020",5.41
India,IND,"May 30, 2020",5.771
India,IND,"May 31, 2020",6.072
India,IND,"Jun 1, 2020",6.081
India,IND,"Jun 2, 2020",5.921
India,IND,"Jun 3, 2020",6.456
India,IND,"Jun 4, 2020",6.742
India,IND,"Jun 5, 2020",7.138
India,IND,"Jun 6, 2020",7.164
India,IND,"Jun 7, 2020",7.225
India,IND,"Jun 8, 2020",7.234
India,IND,"Jun 9, 2020",7.237
India,IND,"Jun 10, 2020",7.235
India,IND,"Jun 11, 2020",7.243
India,IND,"Jun 12, 2020",7.939
India,IND,"Jun 13, 2020",8.303
India,IND,"Jun 14, 2020",8.644
India,IND,"Jun 15, 2020",8.335
India,IND,"Jun 16, 2020",7.73
India,IND,"Jun 17, 2020",7.952
India,IND,"Jun 18, 2020",9.334
India,IND,"Jun 19, 2020",9.845
India,IND,"Jun 20, 2020",10.519
India,IND,"Jun 21, 2020",11.169
India,IND,"Jun 22, 2020",10.74
India,IND,"Jun 23, 2020",10.821
India,IND,"Jun 24, 2020",11.571
India,IND,"Jun 25, 2020",12.262
India,IND,"Jun 26, 2020",12.533
India,IND,"Jun 27, 2020",13.443
India,IND,"Jun 28, 2020",14.425
India,IND,"Jun 29, 2020",14.101
India,IND,"Jun 30, 2020",13.422
India,IND,"Jul 1, 2020",13.517
India,IND,"Jul 2, 2020",13.875
India,IND,"Jul 3, 2020",15.147
India,IND,"Jul 4, 2020",16.501
India,IND,"Jul 5, 2020",18.007
India,IND,"Jul 6, 2020",17.571
India,IND,"Jul 7, 2020",16.125
India,IND,"Jul 8, 2020",16.487
India,IND,"Jul 9, 2020",18.028
India,IND,"Jul 10, 2020",19.207
India,IND,"Jul 11, 2020",19.648
India,IND,"Jul 12, 2020",20.751
India,IND,"Jul 13, 2020",20.798
India,IND,"Jul 14, 2020",20.651
India,IND,"Jul 15, 2020",21.325
India,IND,"Jul 16, 2020",23.692
India,IND,"Jul 17, 2020",25.33
India,IND,"Jul 18, 2020",25.278
India,IND,"Jul 19, 2020",28.19
India,IND,"Jul 20, 2020",29.293
India,IND,"Jul 21, 2020",26.919
India,IND,"Jul 22, 2020",27.336
India,IND,"Jul 23, 2020",33.13
India,IND,"Jul 24, 2020",35.732
India,IND,"Jul 25, 2020",35.446
India,IND,"Jul 26, 2020",35.261
Indonesia,IDN,"Dec 31, 2019",0
Indonesia,IDN,"Jan 1, 2020",0
Indonesia,IDN,"Jan 2, 2020",0
Indonesia,IDN,"Jan 3, 2020",0
Indonesia,IDN,"Jan 4, 2020",0
Indonesia,IDN,"Jan 5, 2020",0
Indonesia,IDN,"Jan 6, 2020",0
Indonesia,IDN,"Jan 7, 2020",0
Indonesia,IDN,"Jan 8, 2020",0
Indonesia,IDN,"Jan 9, 2020",0
Indonesia,IDN,"Jan 10, 2020",0
Indonesia,IDN,"Jan 11, 2020",0
Indonesia,IDN,"Jan 12, 2020",0
Indonesia,IDN,"Jan 13, 2020",0
Indonesia,IDN,"Jan 14, 2020",0
Indonesia,IDN,"Jan 15, 2020",0
Indonesia,IDN,"Jan 16, 2020",0
Indonesia,IDN,"Jan 17, 2020",0
Indonesia,IDN,"Jan 18, 2020",0
Indonesia,IDN,"Jan 19, 2020",0
Indonesia,IDN,"Jan 20, 2020",0
Indonesia,IDN,"Jan 21, 2020",0
Indonesia,IDN,"Jan 22, 2020",0
Indonesia,IDN,"Jan 23, 2020",0
Indonesia,IDN,"Jan 24, 2020",0
Indonesia,IDN,"Jan 25, 2020",0
Indonesia,IDN,"Jan 26, 2020",0
Indonesia,IDN,"Jan 27, 2020",0
Indonesia,IDN,"Jan 28, 2020",0
Indonesia,IDN,"Jan 29, 2020",0
Indonesia,IDN,"Jan 30, 2020",0
Indonesia,IDN,"Jan 31, 2020",0
Indonesia,IDN,"Feb 1, 2020",0
Indonesia,IDN,"Feb 2, 2020",0
Indonesia,IDN,"Feb 3, 2020",0
Indonesia,IDN,"Feb 4, 2020",0
Indonesia,IDN,"Feb 5, 2020",0
Indonesia,IDN,"Feb 6, 2020",0
Indonesia,IDN,"Feb 7, 2020",0
Indonesia,IDN,"Feb 8, 2020",0
Indonesia,IDN,"Feb 9, 2020",0
Indonesia,IDN,"Feb 10, 2020",0
Indonesia,IDN,"Feb 11, 2020",0
Indonesia,IDN,"Feb 12, 2020",0
Indonesia,IDN,"Feb 13, 2020",0
Indonesia,IDN,"Feb 14, 2020",0
Indonesia,IDN,"Feb 15, 2020",0
Indonesia,IDN,"Feb 16, 2020",0
Indonesia,IDN,"Feb 17, 2020",0
Indonesia,IDN,"Feb 18, 2020",0
Indonesia,IDN,"Feb 19, 2020",0
Indonesia,IDN,"Feb 20, 2020",0
Indonesia,IDN,"Feb 21, 2020",0
Indonesia,IDN,"Feb 22, 2020",0
Indonesia,IDN,"Feb 23, 2020",0
Indonesia,IDN,"Feb 24, 2020",0
Indonesia,IDN,"Feb 25, 2020",0
Indonesia,IDN,"Feb 26, 2020",0
Indonesia,IDN,"Feb 27, 2020",0
Indonesia,IDN,"Feb 28, 2020",0
Indonesia,IDN,"Feb 29, 2020",0
Indonesia,IDN,"Mar 1, 2020",0
Indonesia,IDN,"Mar 2, 2020",0.007
Indonesia,IDN,"Mar 7, 2020",0.007
Indonesia,IDN,"Mar 9, 2020",0.007
Indonesia,IDN,"Mar 11, 2020",0.048
Indonesia,IDN,"Mar 12, 2020",0.055
Indonesia,IDN,"Mar 14, 2020",0.128
Indonesia,IDN,"Mar 15, 2020",0.099
Indonesia,IDN,"Mar 16, 2020",0.077
Indonesia,IDN,"Mar 17, 2020",0.062
Indonesia,IDN,"Mar 18, 2020",0.139
Indonesia,IDN,"Mar 19, 2020",0
Indonesia,IDN,"Mar 20, 2020",0.201
Indonesia,IDN,"Mar 21, 2020",0.3
Indonesia,IDN,"Mar 22, 2020",0.515
Indonesia,IDN,"Mar 23, 2020",0.234
Indonesia,IDN,"Mar 24, 2020",0.238
Indonesia,IDN,"Mar 25, 2020",0.391
Indonesia,IDN,"Mar 26, 2020",0.38
Indonesia,IDN,"Mar 27, 2020",0.377
Indonesia,IDN,"Mar 28, 2020",0.559
Indonesia,IDN,"Mar 29, 2020",0.399
Indonesia,IDN,"Mar 30, 2020",0.475
Indonesia,IDN,"Mar 31, 2020",0.472
Indonesia,IDN,"Apr 1, 2020",0.417
Indonesia,IDN,"Apr 2, 2020",0.545
Indonesia,IDN,"Apr 3, 2020",0.413
Indonesia,IDN,"Apr 4, 2020",0.717
Indonesia,IDN,"Apr 5, 2020",0.388
Indonesia,IDN,"Apr 6, 2020",0.662
Indonesia,IDN,"Apr 7, 2020",0.797
Indonesia,IDN,"Apr 8, 2020",0.903
Indonesia,IDN,"Apr 9, 2020",0.797
Indonesia,IDN,"Apr 10, 2020",1.232
Indonesia,IDN,"Apr 11, 2020",0.801
Indonesia,IDN,"Apr 12, 2020",1.206
Indonesia,IDN,"Apr 13, 2020",1.459
Indonesia,IDN,"Apr 14, 2020",1.155
Indonesia,IDN,"Apr 15, 2020",1.031
Indonesia,IDN,"Apr 16, 2020",1.086
Indonesia,IDN,"Apr 17, 2020",1.389
Indonesia,IDN,"Apr 18, 2020",1.488
Indonesia,IDN,"Apr 19, 2020",1.188
Indonesia,IDN,"Apr 20, 2020",1.196
Indonesia,IDN,"Apr 21, 2020",0.676
Indonesia,IDN,"Apr 22, 2020",1.371
Indonesia,IDN,"Apr 23, 2020",1.035
Indonesia,IDN,"Apr 24, 2020",1.305
Indonesia,IDN,"Apr 25, 2020",1.594
Indonesia,IDN,"Apr 26, 2020",1.448
Indonesia,IDN,"Apr 27, 2020",1.005
Indonesia,IDN,"Apr 28, 2020",0.782
Indonesia,IDN,"Apr 29, 2020",1.517
Indonesia,IDN,"Apr 30, 2020",0.951
Indonesia,IDN,"May 1, 2020",1.269
Indonesia,IDN,"May 2, 2020",1.583
Indonesia,IDN,"May 3, 2020",1.068
Indonesia,IDN,"May 4, 2020",1.276
Indonesia,IDN,"May 5, 2020",1.444
Indonesia,IDN,"May 6, 2020",1.769
Indonesia,IDN,"May 7, 2020",1.342
Indonesia,IDN,"May 8, 2020",1.236
Indonesia,IDN,"May 9, 2020",1.228
Indonesia,IDN,"May 10, 2020",1.949
Indonesia,IDN,"May 11, 2020",1.415
Indonesia,IDN,"May 12, 2020",0.852
Indonesia,IDN,"May 13, 2020",1.769
Indonesia,IDN,"May 14, 2020",2.519
Indonesia,IDN,"May 15, 2020",2.077
Indonesia,IDN,"May 16, 2020",1.791
Indonesia,IDN,"May 17, 2020",1.934
Indonesia,IDN,"May 18, 2020",1.788
Indonesia,IDN,"May 19, 2020",1.813
Indonesia,IDN,"May 20, 2020",1.777
Indonesia,IDN,"May 21, 2020",2.534
Indonesia,IDN,"May 22, 2020",3.557
Indonesia,IDN,"May 23, 2020",2.318
Indonesia,IDN,"May 24, 2020",3.47
Indonesia,IDN,"May 25, 2020",1.923
Indonesia,IDN,"May 26, 2020",1.751
Indonesia,IDN,"May 27, 2020",1.517
Indonesia,IDN,"May 28, 2020",2.508
Indonesia,IDN,"May 29, 2020",2.512
Indonesia,IDN,"May 30, 2020",2.479
Indonesia,IDN,"May 31, 2020",2.036
Indonesia,IDN,"Jun 1, 2020",2.559
Indonesia,IDN,"Jun 2, 2020",1.707
Indonesia,IDN,"Jun 3, 2020",2.226
Indonesia,IDN,"Jun 4, 2020",2.501
Indonesia,IDN,"Jun 5, 2020",2.139
Indonesia,IDN,"Jun 6, 2020",2.57
Indonesia,IDN,"Jun 7, 2020",3.63
Indonesia,IDN,"Jun 8, 2020",2.457
Indonesia,IDN,"Jun 9, 2020",3.097
Indonesia,IDN,"Jun 10, 2020",3.813
Indonesia,IDN,"Jun 11, 2020",4.533
Indonesia,IDN,"Jun 12, 2020",3.579
Indonesia,IDN,"Jun 13, 2020",4.062
Indonesia,IDN,"Jun 14, 2020",3.707
Indonesia,IDN,"Jun 15, 2020",3.133
Indonesia,IDN,"Jun 16, 2020",3.718
Indonesia,IDN,"Jun 17, 2020",4.044
Indonesia,IDN,"Jun 18, 2020",3.769
