Entity,Code,Date,Total confirmed cases of COVID-19 per million people (cases per million)
Gibraltar,GIB,"Jun 24, 2020",5223.947
Gibraltar,GIB,"Jun 25, 2020",5223.947
Gibraltar,GIB,"Jun 26, 2020",5223.947
Gibraltar,GIB,"Jun 27, 2020",5223.947
Gibraltar,GIB,"Jun 28, 2020",5223.947
Gibraltar,GIB,"Jun 29, 2020",5253.629
Gibraltar,GIB,"Jun 30, 2020",5253.629
Gibraltar,GIB,"Jul 1, 2020",5253.629
Gibraltar,GIB,"Jul 2, 2020",5283.31
Gibraltar,GIB,"Jul 3, 2020",5283.31
Gibraltar,GIB,"Jul 4, 2020",5283.31
Gibraltar,GIB,"Jul 5, 2020",5283.31
Gibraltar,GIB,"Jul 6, 2020",5283.31
Gibraltar,GIB,"Jul 7, 2020",5312.992
Gibraltar,GIB,"Jul 8, 2020",5312.992
Gibraltar,GIB,"Jul 9, 2020",5312.992
Gibraltar,GIB,"Jul 10, 2020",5342.673
Gibraltar,GIB,"Jul 11, 2020",5342.673
Gibraltar,GIB,"Jul 12, 2020",5342.673
Gibraltar,GIB,"Jul 13, 2020",5342.673
Gibraltar,GIB,"Jul 14, 2020",5342.673
Gibraltar,GIB,"Jul 15, 2020",5342.673
Gibraltar,GIB,"Jul 16, 2020",5342.673
Gibraltar,GIB,"Jul 17, 2020",5342.673
Gibraltar,GIB,"Jul 18, 2020",5342.673
Gibraltar,GIB,"Jul 19, 2020",5342.673
Gibraltar,GIB,"Jul 20, 2020",5342.673
Gibraltar,GIB,"Jul 21, 2020",5342.673
Gibraltar,GIB,"Jul 22, 2020",5342.673
Gibraltar,GIB,"Jul 23, 2020",5402.036
Gibraltar,GIB,"Jul 24, 2020",5461.399
Gibraltar,GIB,"Jul 25, 2020",5461.399
Gibraltar,GIB,"Jul 26, 2020",5491.081
Greece,GRC,"Dec 31, 2019",0
Greece,GRC,"Jan 1, 2020",0
Greece,GRC,"Jan 2, 2020",0
Greece,GRC,"Jan 3, 2020",0
Greece,GRC,"Jan 4, 2020",0
Greece,GRC,"Jan 5, 2020",0
Greece,GRC,"Jan 6, 2020",0
Greece,GRC,"Jan 7, 2020",0
Greece,GRC,"Jan 8, 2020",0
Greece,GRC,"Jan 9, 2020",0
Greece,GRC,"Jan 10, 2020",0
Greece,GRC,"Jan 11, 2020",0
Greece,GRC,"Jan 12, 2020",0
Greece,GRC,"Jan 13, 2020",0
Greece,GRC,"Jan 14, 2020",0
Greece,GRC,"Jan 15, 2020",0
Greece,GRC,"Jan 16, 2020",0
Greece,GRC,"Jan 17, 2020",0
Greece,GRC,"Jan 18, 2020",0
Greece,GRC,"Jan 19, 2020",0
Greece,GRC,"Jan 20, 2020",0
Greece,GRC,"Jan 21, 2020",0
Greece,GRC,"Jan 22, 2020",0
Greece,GRC,"Jan 23, 2020",0
Greece,GRC,"Jan 24, 2020",0
Greece,GRC,"Jan 25, 2020",0
Greece,GRC,"Jan 26, 2020",0
Greece,GRC,"Jan 27, 2020",0
Greece,GRC,"Jan 28, 2020",0
Greece,GRC,"Jan 29, 2020",0
Greece,GRC,"Jan 30, 2020",0
Greece,GRC,"Jan 31, 2020",0
Greece,GRC,"Feb 1, 2020",0
Greece,GRC,"Feb 2, 2020",0
Greece,GRC,"Feb 3, 2020",0
Greece,GRC,"Feb 4, 2020",0
Greece,GRC,"Feb 5, 2020",0
Greece,GRC,"Feb 6, 2020",0
Greece,GRC,"Feb 7, 2020",0
Greece,GRC,"Feb 8, 2020",0
Greece,GRC,"Feb 9, 2020",0
Greece,GRC,"Feb 10, 2020",0
Greece,GRC,"Feb 11, 2020",0
Greece,GRC,"Feb 12, 2020",0
Greece,GRC,"Feb 13, 2020",0
Greece,GRC,"Feb 14, 2020",0
Greece,GRC,"Feb 15, 2020",0
Greece,GRC,"Feb 16, 2020",0
Greece,GRC,"Feb 17, 2020",0
Greece,GRC,"Feb 18, 2020",0
Greece,GRC,"Feb 19, 2020",0
Greece,GRC,"Feb 20, 2020",0
Greece,GRC,"Feb 21, 2020",0
Greece,GRC,"Feb 22, 2020",0
Greece,GRC,"Feb 23, 2020",0
Greece,GRC,"Feb 24, 2020",0
Greece,GRC,"Feb 25, 2020",0
Greece,GRC,"Feb 26, 2020",0
Greece,GRC,"Feb 27, 2020",0.096
Greece,GRC,"Feb 28, 2020",0.288
Greece,GRC,"Feb 29, 2020",0.384
Greece,GRC,"Mar 1, 2020",0.672
Greece,GRC,"Mar 2, 2020",0.672
Greece,GRC,"Mar 5, 2020",0.959
Greece,GRC,"Mar 6, 2020",3.07
Greece,GRC,"Mar 7, 2020",4.317
Greece,GRC,"Mar 8, 2020",6.332
Greece,GRC,"Mar 9, 2020",7.004
Greece,GRC,"Mar 10, 2020",8.059
Greece,GRC,"Mar 11, 2020",8.635
Greece,GRC,"Mar 12, 2020",9.498
Greece,GRC,"Mar 13, 2020",12.76
Greece,GRC,"Mar 14, 2020",18.229
Greece,GRC,"Mar 15, 2020",21.875
Greece,GRC,"Mar 16, 2020",31.757
Greece,GRC,"Mar 17, 2020",33.771
Greece,GRC,"Mar 18, 2020",37.129
Greece,GRC,"Mar 19, 2020",40.103
Greece,GRC,"Mar 20, 2020",44.517
Greece,GRC,"Mar 21, 2020",47.491
Greece,GRC,"Mar 22, 2020",50.849
Greece,GRC,"Mar 23, 2020",59.867
Greece,GRC,"Mar 24, 2020",66.679
Greece,GRC,"Mar 25, 2020",71.284
Greece,GRC,"Mar 26, 2020",78.768
Greece,GRC,"Mar 27, 2020",85.58
Greece,GRC,"Mar 28, 2020",92.679
Greece,GRC,"Mar 29, 2020",101.794
Greece,GRC,"Mar 30, 2020",110.908
Greece,GRC,"Mar 31, 2020",116.281
Greece,GRC,"Apr 1, 2020",126.067
Greece,GRC,"Apr 2, 2020",131.919
Greece,GRC,"Apr 3, 2020",145.255
Greece,GRC,"Apr 4, 2020",154.753
Greece,GRC,"Apr 5, 2020",160.51
Greece,GRC,"Apr 6, 2020",166.458
Greece,GRC,"Apr 7, 2020",168.377
Greece,GRC,"Apr 8, 2020",175.764
Greece,GRC,"Apr 9, 2020",180.753
Greece,GRC,"Apr 10, 2020",187.565
Greece,GRC,"Apr 11, 2020",192.938
Greece,GRC,"Apr 12, 2020",199.654
Greece,GRC,"Apr 13, 2020",202.82
Greece,GRC,"Apr 14, 2020",205.794
Greece,GRC,"Apr 15, 2020",208.192
Greece,GRC,"Apr 16, 2020",210.303
Greece,GRC,"Apr 17, 2020",211.742
Greece,GRC,"Apr 18, 2020",211.742
Greece,GRC,"Apr 19, 2020",211.742
Greece,GRC,"Apr 20, 2020",214.428
Greece,GRC,"Apr 21, 2020",215.388
Greece,GRC,"Apr 22, 2020",230.355
Greece,GRC,"Apr 23, 2020",231.026
Greece,GRC,"Apr 24, 2020",236.303
Greece,GRC,"Apr 25, 2020",238.893
Greece,GRC,"Apr 26, 2020",240.429
Greece,GRC,"Apr 27, 2020",240.429
Greece,GRC,"Apr 28, 2020",243.115
Greece,GRC,"Apr 29, 2020",243.115
Greece,GRC,"Apr 30, 2020",247.144
Greece,GRC,"May 1, 2020",248.584
Greece,GRC,"May 2, 2020",248.584
Greece,GRC,"May 3, 2020",251.366
Greece,GRC,"May 4, 2020",251.941
Greece,GRC,"May 5, 2020",252.517
Greece,GRC,"May 6, 2020",253.477
Greece,GRC,"May 7, 2020",255.491
Greece,GRC,"May 8, 2020",256.93
Greece,GRC,"May 9, 2020",258.178
Greece,GRC,"May 10, 2020",260.001
Greece,GRC,"May 11, 2020",260.576
Greece,GRC,"May 12, 2020",261.536
Greece,GRC,"May 13, 2020",263.263
Greece,GRC,"May 14, 2020",264.798
Greece,GRC,"May 15, 2020",265.757
Greece,GRC,"May 16, 2020",269.595
Greece,GRC,"May 17, 2020",270.458
Greece,GRC,"May 18, 2020",271.897
Greece,GRC,"May 19, 2020",272.089
Greece,GRC,"May 20, 2020",272.473
Greece,GRC,"May 21, 2020",273.432
Greece,GRC,"May 22, 2020",273.72
Greece,GRC,"May 23, 2020",275.639
Greece,GRC,"May 24, 2020",275.927
Greece,GRC,"May 25, 2020",276.119
Greece,GRC,"May 26, 2020",276.502
Greece,GRC,"May 27, 2020",277.462
Greece,GRC,"May 28, 2020",278.517
Greece,GRC,"May 29, 2020",278.805
Greece,GRC,"May 30, 2020",279.093
Greece,GRC,"May 31, 2020",279.668
Greece,GRC,"Jun 1, 2020",279.86
Greece,GRC,"Jun 2, 2020",279.86
Greece,GRC,"Jun 3, 2020",279.956
Greece,GRC,"Jun 4, 2020",281.779
Greece,GRC,"Jun 5, 2020",281.779
Greece,GRC,"Jun 6, 2020",281.779
Greece,GRC,"Jun 7, 2020",283.218
Greece,GRC,"Jun 8, 2020",283.218
Greece,GRC,"Jun 9, 2020",292.525
Greece,GRC,"Jun 10, 2020",293.388
Greece,GRC,"Jun 11, 2020",294.347
Greece,GRC,"Jun 12, 2020",296.266
Greece,GRC,"Jun 13, 2020",298.185
Greece,GRC,"Jun 14, 2020",298.569
Greece,GRC,"Jun 15, 2020",299.432
Greece,GRC,"Jun 16, 2020",300.68
Greece,GRC,"Jun 17, 2020",302.023
Greece,GRC,"Jun 18, 2020",307.3
Greece,GRC,"Jun 19, 2020",309.602
Greece,GRC,"Jun 20, 2020",310.562
Greece,GRC,"Jun 21, 2020",312.384
Greece,GRC,"Jun 22, 2020",313.344
Greece,GRC,"Jun 23, 2020",315.359
Greece,GRC,"Jun 24, 2020",316.798
Greece,GRC,"Jun 25, 2020",317.565
Greece,GRC,"Jun 26, 2020",318.621
Greece,GRC,"Jun 27, 2020",320.731
Greece,GRC,"Jun 28, 2020",322.938
Greece,GRC,"Jun 29, 2020",323.897
Greece,GRC,"Jun 30, 2020",325.241
Greece,GRC,"Jul 1, 2020",327.063
Greece,GRC,"Jul 2, 2020",329.27
Greece,GRC,"Jul 3, 2020",331.765
Greece,GRC,"Jul 4, 2020",334.451
Greece,GRC,"Jul 5, 2020",336.849
Greece,GRC,"Jul 6, 2020",337.617
Greece,GRC,"Jul 7, 2020",341.742
Greece,GRC,"Jul 8, 2020",344.333
Greece,GRC,"Jul 9, 2020",347.499
Greece,GRC,"Jul 10, 2020",352.296
Greece,GRC,"Jul 11, 2020",358.052
Greece,GRC,"Jul 12, 2020",361.89
Greece,GRC,"Jul 13, 2020",364.864
Greece,GRC,"Jul 14, 2020",367.071
Greece,GRC,"Jul 15, 2020",372.539
Greece,GRC,"Jul 16, 2020",375.13
Greece,GRC,"Jul 17, 2020",377.912
Greece,GRC,"Jul 18, 2020",380.311
Greece,GRC,"Jul 19, 2020",382.134
Greece,GRC,"Jul 20, 2020",384.436
Greece,GRC,"Jul 21, 2020",384.916
Greece,GRC,"Jul 22, 2020",388.37
Greece,GRC,"Jul 23, 2020",391.152
Greece,GRC,"Jul 24, 2020",394.318
Greece,GRC,"Jul 25, 2020",396.717
Greece,GRC,"Jul 26, 2020",399.691
Greenland,GRL,"Mar 20, 2020",35.229
Greenland,GRL,"Mar 21, 2020",35.229
Greenland,GRL,"Mar 22, 2020",35.229
Greenland,GRL,"Mar 23, 2020",35.229
Greenland,GRL,"Mar 24, 2020",70.457
Greenland,GRL,"Mar 25, 2020",70.457
Greenland,GRL,"Mar 26, 2020",88.072
Greenland,GRL,"Mar 27, 2020",105.686
Greenland,GRL,"Mar 28, 2020",158.529
Greenland,GRL,"Mar 29, 2020",176.143
Greenland,GRL,"Mar 30, 2020",176.143
Greenland,GRL,"Mar 31, 2020",176.143
Greenland,GRL,"Apr 1, 2020",176.143
Greenland,GRL,"Apr 2, 2020",176.143
Greenland,GRL,"Apr 3, 2020",176.143
Greenland,GRL,"Apr 4, 2020",176.143
Greenland,GRL,"Apr 5, 2020",176.143
Greenland,GRL,"Apr 6, 2020",193.757
Greenland,GRL,"Apr 7, 2020",193.757
Greenland,GRL,"Apr 8, 2020",193.757
Greenland,GRL,"Apr 9, 2020",193.757
Greenland,GRL,"Apr 10, 2020",193.757
Greenland,GRL,"Apr 11, 2020",193.757
Greenland,GRL,"Apr 12, 2020",193.757
Greenland,GRL,"Apr 13, 2020",193.757
Greenland,GRL,"Apr 14, 2020",193.757
Greenland,GRL,"Apr 15, 2020",193.757
Greenland,GRL,"Apr 16, 2020",193.757
Greenland,GRL,"Apr 17, 2020",193.757
Greenland,GRL,"Apr 18, 2020",193.757
Greenland,GRL,"Apr 19, 2020",193.757
Greenland,GRL,"Apr 20, 2020",193.757
Greenland,GRL,"Apr 21, 2020",193.757
Greenland,GRL,"Apr 22, 2020",193.757
Greenland,GRL,"Apr 23, 2020",193.757
Greenland,GRL,"Apr 24, 2020",193.757
Greenland,GRL,"Apr 25, 2020",193.757
Greenland,GRL,"Apr 26, 2020",193.757
Greenland,GRL,"Apr 27, 2020",193.757
Greenland,GRL,"Apr 28, 2020",193.757
Greenland,GRL,"Apr 29, 2020",193.757
Greenland,GRL,"Apr 30, 2020",193.757
Greenland,GRL,"May 1, 2020",193.757
Greenland,GRL,"May 2, 2020",193.757
Greenland,GRL,"May 3, 2020",193.757
Greenland,GRL,"May 4, 2020",193.757
Greenland,GRL,"May 5, 2020",193.757
Greenland,GRL,"May 6, 2020",193.757
Greenland,GRL,"May 7, 2020",193.757
Greenland,GRL,"May 8, 2020",193.757
Greenland,GRL,"May 9, 2020",193.757
Greenland,GRL,"May 10, 2020",193.757
Greenland,GRL,"May 11, 2020",193.757
Greenland,GRL,"May 12, 2020",193.757
Greenland,GRL,"May 13, 2020",193.757
Greenland,GRL,"May 14, 2020",193.757
Greenland,GRL,"May 15, 2020",193.757
Greenland,GRL,"May 16, 2020",193.757
Greenland,GRL,"May 17, 2020",193.757
Greenland,GRL,"May 18, 2020",193.757
Greenland,GRL,"May 19, 2020",193.757
Greenland,GRL,"May 20, 2020",193.757
Greenland,GRL,"May 21, 2020",193.757
Greenland,GRL,"May 22, 2020",193.757
Greenland,GRL,"May 23, 2020",193.757
Greenland,GRL,"May 24, 2020",193.757
Greenland,GRL,"May 25, 2020",193.757
Greenland,GRL,"May 26, 2020",211.372
Greenland,GRL,"May 27, 2020",211.372
Greenland,GRL,"May 28, 2020",211.372
Greenland,GRL,"May 29, 2020",228.986
Greenland,GRL,"May 30, 2020",228.986
Greenland,GRL,"May 31, 2020",228.986
Greenland,GRL,"Jun 1, 2020",228.986
Greenland,GRL,"Jun 2, 2020",228.986
Greenland,GRL,"Jun 3, 2020",228.986
Greenland,GRL,"Jun 4, 2020",228.986
Greenland,GRL,"Jun 5, 2020",228.986
Greenland,GRL,"Jun 6, 2020",228.986
Greenland,GRL,"Jun 7, 2020",228.986
Greenland,GRL,"Jun 8, 2020",228.986
Greenland,GRL,"Jun 9, 2020",228.986
Greenland,GRL,"Jun 10, 2020",228.986
Greenland,GRL,"Jun 11, 2020",228.986
Greenland,GRL,"Jun 12, 2020",228.986
Greenland,GRL,"Jun 13, 2020",228.986
Greenland,GRL,"Jun 14, 2020",228.986
Greenland,GRL,"Jun 15, 2020",228.986
Greenland,GRL,"Jun 16, 2020",228.986
Greenland,GRL,"Jun 17, 2020",228.986
Greenland,GRL,"Jun 18, 2020",228.986
Greenland,GRL,"Jun 19, 2020",228.986
Greenland,GRL,"Jun 20, 2020",228.986
Greenland,GRL,"Jun 21, 2020",228.986
Greenland,GRL,"Jun 22, 2020",228.986
Greenland,GRL,"Jun 23, 2020",228.986
Greenland,GRL,"Jun 24, 2020",228.986
Greenland,GRL,"Jun 25, 2020",228.986
Greenland,GRL,"Jun 26, 2020",228.986
Greenland,GRL,"Jun 27, 2020",228.986
Greenland,GRL,"Jun 28, 2020",228.986
Greenland,GRL,"Jun 29, 2020",228.986
Greenland,GRL,"Jun 30, 2020",228.986
Greenland,GRL,"Jul 1, 2020",228.986
Greenland,GRL,"Jul 2, 2020",228.986
Greenland,GRL,"Jul 3, 2020",228.986
Greenland,GRL,"Jul 4, 2020",228.986
Greenland,GRL,"Jul 5, 2020",228.986
Greenland,GRL,"Jul 6, 2020",228.986
Greenland,GRL,"Jul 7, 2020",228.986
Greenland,GRL,"Jul 8, 2020",228.986
Greenland,GRL,"Jul 9, 2020",228.986
Greenland,GRL,"Jul 10, 2020",228.986
Greenland,GRL,"Jul 11, 2020",228.986
Greenland,GRL,"Jul 12, 2020",228.986
Greenland,GRL,"Jul 13, 2020",228.986
Greenland,GRL,"Jul 14, 2020",228.986
Greenland,GRL,"Jul 15, 2020",228.986
Greenland,GRL,"Jul 16, 2020",228.986
Greenland,GRL,"Jul 17, 2020",228.986
Greenland,GRL,"Jul 18, 2020",228.986
Greenland,GRL,"Jul 19, 2020",228.986
Greenland,GRL,"Jul 20, 2020",228.986
Greenland,GRL,"Jul 21, 2020",228.986
Greenland,GRL,"Jul 22, 2020",228.986
Greenland,GRL,"Jul 23, 2020",228.986
Greenland,GRL,"Jul 24, 2020",228.986
Greenland,GRL,"Jul 25, 2020",228.986
Greenland,GRL,"Jul 26, 2020",228.986
Grenada,GRD,"Mar 23, 2020",8.887
Grenada,GRD,"Mar 24, 2020",8.887
Grenada,GRD,"Mar 25, 2020",8.887
Grenada,GRD,"Mar 26, 2020",8.887
Grenada,GRD,"Mar 27, 2020",62.212
Grenada,GRD,"Mar 28, 2020",62.212
Grenada,GRD,"Mar 29, 2020",79.986
Grenada,GRD,"Mar 30, 2020",79.986
Grenada,GRD,"Mar 31, 2020",79.986
Grenada,GRD,"Apr 1, 2020",79.986
Grenada,GRD,"Apr 2, 2020",88.874
Grenada,GRD,"Apr 3, 2020",88.874
Grenada,GRD,"Apr 4, 2020",106.649
Grenada,GRD,"Apr 5, 2020",106.649
Grenada,GRD,"Apr 6, 2020",106.649
Grenada,GRD,"Apr 7, 2020",106.649
Grenada,GRD,"Apr 8, 2020",106.649
Grenada,GRD,"Apr 9, 2020",106.649
Grenada,GRD,"Apr 10, 2020",106.649
Grenada,GRD,"Apr 11, 2020",124.423
Grenada,GRD,"Apr 12, 2020",124.423
Grenada,GRD,"Apr 13, 2020",124.423
Grenada,GRD,"Apr 14, 2020",124.423
Grenada,GRD,"Apr 15, 2020",124.423
Grenada,GRD,"Apr 16, 2020",124.423
Grenada,GRD,"Apr 17, 2020",124.423
Grenada,GRD,"Apr 18, 2020",124.423
Grenada,GRD,"Apr 19, 2020",124.423
Grenada,GRD,"Apr 20, 2020",124.423
Grenada,GRD,"Apr 21, 2020",124.423
Grenada,GRD,"Apr 22, 2020",124.423
Grenada,GRD,"Apr 23, 2020",133.311
Grenada,GRD,"Apr 24, 2020",133.311
Grenada,GRD,"Apr 25, 2020",133.311
Grenada,GRD,"Apr 26, 2020",159.973
Grenada,GRD,"Apr 27, 2020",159.973
Grenada,GRD,"Apr 28, 2020",159.973
Grenada,GRD,"Apr 29, 2020",159.973
Grenada,GRD,"Apr 30, 2020",177.748
Grenada,GRD,"May 1, 2020",177.748
Grenada,GRD,"May 2, 2020",177.748
Grenada,GRD,"May 3, 2020",186.635
Grenada,GRD,"May 4, 2020",186.635
Grenada,GRD,"May 5, 2020",186.635
Grenada,GRD,"May 6, 2020",186.635
Grenada,GRD,"May 7, 2020",186.635
Grenada,GRD,"May 8, 2020",186.635
Grenada,GRD,"May 9, 2020",186.635
Grenada,GRD,"May 10, 2020",186.635
Grenada,GRD,"May 11, 2020",186.635
Grenada,GRD,"May 12, 2020",186.635
Grenada,GRD,"May 13, 2020",186.635
Grenada,GRD,"May 14, 2020",186.635
Grenada,GRD,"May 15, 2020",186.635
Grenada,GRD,"May 16, 2020",195.523
Grenada,GRD,"May 17, 2020",195.523
Grenada,GRD,"May 18, 2020",195.523
Grenada,GRD,"May 19, 2020",195.523
Grenada,GRD,"May 20, 2020",195.523
Grenada,GRD,"May 21, 2020",195.523
Grenada,GRD,"May 22, 2020",195.523
Grenada,GRD,"May 23, 2020",195.523
Grenada,GRD,"May 24, 2020",195.523
Grenada,GRD,"May 25, 2020",195.523
Grenada,GRD,"May 26, 2020",204.41
Grenada,GRD,"May 27, 2020",204.41
Grenada,GRD,"May 28, 2020",204.41
Grenada,GRD,"May 29, 2020",204.41
Grenada,GRD,"May 30, 2020",204.41
Grenada,GRD,"May 31, 2020",204.41
Grenada,GRD,"Jun 1, 2020",204.41
Grenada,GRD,"Jun 2, 2020",204.41
Grenada,GRD,"Jun 3, 2020",204.41
Grenada,GRD,"Jun 4, 2020",204.41
Grenada,GRD,"Jun 5, 2020",204.41
Grenada,GRD,"Jun 6, 2020",204.41
Grenada,GRD,"Jun 7, 2020",204.41
Grenada,GRD,"Jun 8, 2020",204.41
Grenada,GRD,"Jun 9, 2020",204.41
Grenada,GRD,"Jun 10, 2020",204.41
Grenada,GRD,"Jun 11, 2020",204.41
Grenada,GRD,"Jun 12, 2020",204.41
Grenada,GRD,"Jun 13, 2020",204.41
Grenada,GRD,"Jun 14, 2020",204.41
Grenada,GRD,"Jun 15, 2020",204.41
Grenada,GRD,"Jun 16, 2020",204.41
Grenada,GRD,"Jun 17, 2020",204.41
Grenada,GRD,"Jun 18, 2020",204.41
Grenada,GRD,"Jun 19, 2020",204.41
Grenada,GRD,"Jun 20, 2020",204.41
Grenada,GRD,"Jun 21, 2020",204.41
Grenada,GRD,"Jun 22, 2020",204.41
Grenada,GRD,"Jun 23, 2020",204.41
Grenada,GRD,"Jun 24, 2020",204.41
Grenada,GRD,"Jun 25, 2020",204.41
Grenada,GRD,"Jun 26, 2020",204.41
Grenada,GRD,"Jun 27, 2020",204.41
Grenada,GRD,"Jun 28, 2020",204.41
Grenada,GRD,"Jun 29, 2020",204.41
Grenada,GRD,"Jun 30, 2020",204.41
Grenada,GRD,"Jul 1, 2020",204.41
Grenada,GRD,"Jul 2, 2020",204.41
Grenada,GRD,"Jul 3, 2020",204.41
Grenada,GRD,"Jul 4, 2020",204.41
Grenada,GRD,"Jul 5, 2020",204.41
Grenada,GRD,"Jul 6, 2020",204.41
Grenada,GRD,"Jul 7, 2020",204.41
Grenada,GRD,"Jul 8, 2020",204.41
Grenada,GRD,"Jul 9, 2020",204.41
Grenada,GRD,"Jul 10, 2020",204.41
Grenada,GRD,"Jul 11, 2020",204.41
Grenada,GRD,"Jul 12, 2020",204.41
Grenada,GRD,"Jul 13, 2020",204.41
Grenada,GRD,"Jul 14, 2020",204.41
Grenada,GRD,"Jul 15, 2020",204.41
Grenada,GRD,"Jul 16, 2020",204.41
Grenada,GRD,"Jul 17, 2020",204.41
Grenada,GRD,"Jul 18, 2020",204.41
Grenada,GRD,"Jul 19, 2020",204.41
Grenada,GRD,"Jul 20, 2020",204.41
Grenada,GRD,"Jul 21, 2020",204.41
Grenada,GRD,"Jul 22, 2020",204.41
Grenada,GRD,"Jul 23, 2020",204.41
Grenada,GRD,"Jul 24, 2020",204.41
Grenada,GRD,"Jul 25, 2020",204.41
Grenada,GRD,"Jul 26, 2020",204.41
Guam,GUM,"Mar 19, 2020",17.774
Guam,GUM,"Mar 20, 2020",71.097
Guam,GUM,"Mar 21, 2020",82.947
Guam,GUM,"Mar 22, 2020",88.872
Guam,GUM,"Mar 23, 2020",159.969
Guam,GUM,"Mar 24, 2020",171.818
Guam,GUM,"Mar 25, 2020",189.593
Guam,GUM,"Mar 26, 2020",219.216
Guam,GUM,"Mar 27, 2020",290.314
Guam,GUM,"Mar 28, 2020",302.163
Guam,GUM,"Mar 29, 2020",325.862
Guam,GUM,"Mar 30, 2020",331.787
Guam,GUM,"Mar 31, 2020",355.486
Guam,GUM,"Apr 1, 2020",408.809
Guam,GUM,"Apr 2, 2020",456.207
Guam,GUM,"Apr 3, 2020",485.831
Guam,GUM,"Apr 4, 2020",515.455
Guam,GUM,"Apr 5, 2020",551.003
Guam,GUM,"Apr 6, 2020",651.724
Guam,GUM,"Apr 7, 2020",663.574
Guam,GUM,"Apr 8, 2020",716.897
Guam,GUM,"Apr 9, 2020",740.596
Guam,GUM,"Apr 10, 2020",758.37
Guam,GUM,"Apr 11, 2020",770.22
Guam,GUM,"Apr 12, 2020",787.994
Guam,GUM,"Apr 13, 2020",787.994
Guam,GUM,"Apr 14, 2020",793.919
Guam,GUM,"Apr 15, 2020",799.844
Guam,GUM,"Apr 16, 2020",799.844
Guam,GUM,"Apr 17, 2020",799.844
Guam,GUM,"Apr 18, 2020",805.768
Guam,GUM,"Apr 19, 2020",805.768
Guam,GUM,"Apr 20, 2020",805.768
Guam,GUM,"Apr 21, 2020",805.768
Guam,GUM,"Apr 22, 2020",805.768
Guam,GUM,"Apr 23, 2020",811.693
Guam,GUM,"Apr 24, 2020",829.467
Guam,GUM,"Apr 25, 2020",835.392
Guam,GUM,"Apr 26, 2020",835.392
Guam,GUM,"Apr 27, 2020",841.317
Guam,GUM,"Apr 28, 2020",853.166
Guam,GUM,"Apr 29, 2020",859.091
Guam,GUM,"Apr 30, 2020",859.091
Guam,GUM,"May 1, 2020",865.016
Guam,GUM,"May 2, 2020",865.016
Guam,GUM,"May 3, 2020",876.866
Guam,GUM,"May 4, 2020",882.79
Guam,GUM,"May 5, 2020",882.79
Guam,GUM,"May 6, 2020",882.79
Guam,GUM,"May 7, 2020",894.64
Guam,GUM,"May 8, 2020",894.64
Guam,GUM,"May 9, 2020",894.64
Guam,GUM,"May 10, 2020",894.64
Guam,GUM,"May 11, 2020",894.64
Guam,GUM,"May 12, 2020",900.565
Guam,GUM,"May 13, 2020",900.565
Guam,GUM,"May 14, 2020",900.565
Guam,GUM,"May 15, 2020",912.414
Guam,GUM,"May 16, 2020",912.414
Guam,GUM,"May 17, 2020",912.414
Guam,GUM,"May 18, 2020",912.414
Guam,GUM,"May 19, 2020",912.414
Guam,GUM,"May 20, 2020",912.414
Guam,GUM,"May 21, 2020",977.587
Guam,GUM,"May 22, 2020",977.587
Guam,GUM,"May 23, 2020",977.587
Guam,GUM,"May 24, 2020",983.511
Guam,GUM,"May 25, 2020",983.511
Guam,GUM,"May 26, 2020",983.511
Guam,GUM,"May 27, 2020",1001.286
Guam,GUM,"May 28, 2020",1013.135
Guam,GUM,"May 29, 2020",1019.06
Guam,GUM,"May 30, 2020",1019.06
Guam,GUM,"May 31, 2020",1024.985
Guam,GUM,"Jun 1, 2020",1036.834
Guam,GUM,"Jun 2, 2020",1036.834
Guam,GUM,"Jun 3, 2020",1048.684
Guam,GUM,"Jun 4, 2020",1060.533
Guam,GUM,"Jun 5, 2020",1060.533
Guam,GUM,"Jun 6, 2020",1060.533
Guam,GUM,"Jun 7, 2020",1060.533
Guam,GUM,"Jun 8, 2020",1060.533
Guam,GUM,"Jun 9, 2020",1066.458
Guam,GUM,"Jun 10, 2020",1066.458
Guam,GUM,"Jun 11, 2020",1078.308
Guam,GUM,"Jun 12, 2020",1078.308
Guam,GUM,"Jun 13, 2020",1096.082
Guam,GUM,"Jun 14, 2020",1096.082
Guam,GUM,"Jun 15, 2020",1096.082
Guam,GUM,"Jun 16, 2020",1102.007
Guam,GUM,"Jun 17, 2020",1113.856
Guam,GUM,"Jun 18, 2020",1137.555
Guam,GUM,"Jun 19, 2020",1184.953
Guam,GUM,"Jun 20, 2020",1184.953
Guam,GUM,"Jun 21, 2020",1315.298
Guam,GUM,"Jun 22, 2020",1315.298
Guam,GUM,"Jun 23, 2020",1333.073
Guam,GUM,"Jun 24, 2020",1338.997
Guam,GUM,"Jun 25, 2020",1368.621
Guam,GUM,"Jun 26, 2020",1463.418
Guam,GUM,"Jun 27, 2020",1469.342
Guam,GUM,"Jun 28, 2020",1469.342
Guam,GUM,"Jun 29, 2020",1498.966
Guam,GUM,"Jun 30, 2020",1522.665
Guam,GUM,"Jul 1, 2020",1581.913
Guam,GUM,"Jul 2, 2020",1658.935
Guam,GUM,"Jul 3, 2020",1694.483
Guam,GUM,"Jul 4, 2020",1706.333
Guam,GUM,"Jul 5, 2020",1706.333
